full_name,age,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,salary
Eden Hazard,31,2016/2017,Midfielder,Chelsea,3007,1575,1432,Belgium,36,19,17,16,12,4,5,3,2,2,1,15,8,7,29,15,14,3,0,0.63,0.15,0.48,0.69,0.25,188,0.87,104,84,1002,601,0.09,21,91,-1,2,11700000
Edimilson Fernandes,26,2016/2017,Midfielder,West Ham United,984,493,491,Switzerland,28,15,13,0,0,0,0,0,0,0,0,8,6,2,14,7,7,4,0,0.0,0.0,0.0,0.0,0.0,0,1.28,70,35,246,0,0.37,304,283,-1,25,1560000
Emre Can,28,2016/2017,Midfielder,Liverpool,2368,1290,1078,Germany,32,17,15,5,2,3,2,0,2,0,0,11,6,5,27,12,15,6,0,0.27,0.08,0.19,0.14,0.25,474,1.03,88,74,395,1184,0.23,96,170,-1,8,2340000
Eric Bertrand Bailly,28,2016/2017,Defender,Manchester United,2060,966,1094,Ivory Coast,25,12,13,0,0,0,0,0,0,0,0,13,6,7,14,6,8,4,0,0.0,0.0,0.0,0.0,0.0,0,0.61,147,82,515,0,0.17,372,372,8,28,4160000
Eric Dier,28,2016/2017,Midfielder,Tottenham Hotspur,3044,1625,1419,England,36,19,17,2,1,1,0,0,0,0,0,17,12,5,22,8,14,6,0,0.06,0.0,0.06,0.06,0.06,1522,0.65,138,85,507,0,0.18,207,368,-1,6,3120000
Erik Lamela,30,2016/2017,Midfielder,Tottenham Hotspur,593,286,307,Argentina,9,4,5,1,0,1,1,1,0,0,1,5,3,2,2,1,1,1,0,0.3,0.15,0.15,0.0,0.29,593,0.3,297,66,593,593,0.15,122,92,-1,10,4160000
Erik Pieters,34,2016/2017,Defender,Stoke City,3150,1620,1530,Netherlands,36,18,18,0,0,0,1,0,1,0,0,10,6,4,47,21,26,4,0,0.03,0.03,0.0,0.0,0.0,0,1.34,67,88,788,3150,0.11,355,242,85,21,1976000
Ethan Robson,25,2016/2017,Midfielder,Sunderland,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,780000
Etienne Capoue,34,2016/2017,Midfielder,Watford,3213,1637,1576,France,37,19,18,7,4,3,1,0,1,0,0,7,5,2,58,26,32,5,0,0.22,0.03,0.2,0.22,0.17,459,1.62,55,87,643,3213,0.14,95,246,-1,2,1820000
Fabian Delph,32,2016/2017,Midfielder,Manchester City,219,116,103,England,7,3,4,1,1,0,0,0,0,0,0,2,0,2,4,2,2,1,0,0.41,0.0,0.41,0.78,0.0,219,1.64,55,31,219,0,0.41,-1,-1,-1,14,4160000
Fábio Pereira da Silva,32,2016/2017,Defender,Middlesbrough,1849,931,918,Brazil,24,12,12,0,0,0,0,0,0,0,0,7,5,2,28,11,17,8,0,0.0,0.0,0.0,0.0,0.0,0,1.36,66,77,231,0,0.39,308,271,89,13,8320000
Faustino Marcos Alberto Rojo,32,2016/2017,Defender,Manchester United,1661,1016,645,Argentina,21,12,9,1,1,0,0,0,0,0,0,9,5,4,12,6,6,5,0,0.05,0.0,0.05,0.09,0.0,1661,0.65,138,79,332,0,0.27,219,375,10,11,5720000
Federico Fernández,33,2016/2017,Defender,Swansea City,2430,1080,1350,Argentina,27,12,15,0,0,0,2,2,0,0,0,6,4,2,37,16,21,7,0,0.07,0.07,0.0,0.0,0.0,0,1.37,66,90,347,1215,0.26,318,176,90,25,2236000
Fernando Francisco Reges,35,2016/2017,Midfielder,Manchester City,559,170,389,Brazil,15,7,8,0,0,0,0,0,0,0,0,3,1,2,10,3,7,3,0,0.0,0.0,0.0,0.0,0.0,0,1.61,56,37,186,0,0.48,410,411,-1,18,5200000
Florin Gardoş,33,2016/2017,Defender,Southampton,0,0,0,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,1560000
Fraizer Campbell,34,2016/2017,Forward,Crystal Palace,153,90,63,England,12,6,6,1,0,1,0,0,0,0,0,0,0,0,4,3,1,0,0,0.59,0.0,0.59,0.0,1.43,153,2.35,38,13,0,0,0.0,-1,-1,-1,12,1820000
Francis Coquelin,31,2016/2017,Midfielder,Arsenal,1785,956,829,France,29,16,13,0,0,0,0,0,0,0,0,9,7,2,26,11,15,5,0,0.0,0.0,0.0,0.0,0.0,0,1.31,69,62,357,0,0.25,377,379,-1,25,3120000
Freddie Ladapo,29,2016/2017,Forward,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,36400
Fredrik Ulvestad,30,2016/2017,Midfielder,Burnley,0,0,0,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,624000
Gabriel Jesus,25,2016/2017,Forward,Manchester City,651,366,285,Brazil,10,6,4,7,4,3,4,2,2,1,0,5,2,3,5,3,2,2,0,1.52,0.55,0.97,0.98,0.95,93,0.69,130,65,326,163,0.28,2,7,-1,2,3900000
Gabriel Paulista,31,2016/2017,Defender,Arsenal,1515,801,714,Brazil,19,10,9,0,0,0,0,0,0,0,0,5,4,1,17,4,13,6,0,0.0,0.0,0.0,0.0,0.0,0,1.01,89,80,253,0,0.36,302,279,43,21,227500
Gareth Barry,41,2016/2017,Midfielder,Everton,2110,923,1187,England,33,15,18,2,1,1,1,0,1,0,0,12,7,5,24,6,18,10,0,0.13,0.04,0.09,0.1,0.08,1055,1.02,88,64,211,2110,0.43,169,220,-1,8,3120000
Gareth McAuley,42,2016/2017,Defender,West Bromwich Albion,3143,1647,1496,Northern Ireland,36,19,17,6,3,3,1,1,0,0,0,6,4,2,44,20,24,5,0,0.2,0.03,0.17,0.16,0.18,524,1.26,71,87,629,3143,0.14,111,231,71,2,1820000
Gary Cahill,36,2016/2017,Defender,Chelsea,3296,1586,1710,England,37,18,19,6,4,2,0,0,0,0,0,16,8,8,26,11,15,5,0,0.16,0.0,0.16,0.23,0.11,549,0.71,127,89,659,0,0.14,116,385,18,6,5200000
Geoff Cameron,37,2016/2017,Defender,Stoke City,1628,810,818,USA,19,9,10,0,0,0,1,0,1,0,0,6,3,3,24,13,11,1,0,0.06,0.06,0.0,0.0,0.0,0,1.33,68,86,1628,1628,0.06,359,202,82,20,832000
George Boyd,36,2016/2017,Midfielder,Burnley,2845,1414,1431,Scotland,36,17,19,2,2,0,1,0,1,0,0,10,6,4,40,12,28,3,0,0.09,0.03,0.06,0.13,0.0,1423,1.27,71,79,948,2845,0.09,208,239,-1,5,1040000
Georginio Wijnaldum,31,2016/2017,Midfielder,Liverpool,2978,1461,1517,Netherlands,36,18,18,6,6,0,9,5,4,0,0,11,5,6,36,18,18,2,0,0.45,0.27,0.18,0.37,0.0,496,1.09,83,83,1489,331,0.06,105,28,-1,7,4680000
Giannelli Imbula,29,2016/2017,Midfielder,Stoke City,796,325,471,Congo DR,12,5,7,0,0,0,0,0,0,0,0,3,1,2,19,8,11,1,0,0.0,0.0,0.0,0.0,0.0,0,2.15,42,66,796,0,0.11,358,363,-1,22,2600000
Glen Johnson,38,2016/2017,Defender,Stoke City,1955,1055,900,England,23,13,10,0,0,0,0,0,0,0,0,7,6,1,32,9,23,1,0,0.0,0.0,0.0,0.0,0.0,0,1.47,61,85,1955,0,0.05,290,276,109,15,1560000
Glenn Whelan,38,2016/2017,Midfielder,Stoke City,2278,1168,1110,Republic of Ireland,30,16,14,0,0,0,1,1,0,0,0,10,7,3,37,16,21,5,0,0.04,0.04,0.0,0.0,0.0,0,1.46,62,76,456,2278,0.2,357,222,-1,23,1456000
Granit Xhaka,29,2016/2017,Midfielder,Arsenal,2486,1164,1322,Switzerland,32,15,17,2,1,1,2,0,2,0,0,11,7,4,30,8,22,7,2,0.14,0.07,0.07,0.08,0.07,1243,1.09,83,78,276,1243,0.33,189,177,-1,8,4680000
Gylfi Sigurdsson,32,2016/2017,Midfielder,Swansea City,3328,1709,1619,Iceland,38,19,19,9,4,5,13,8,5,3,0,8,6,2,64,30,34,2,0,0.59,0.35,0.24,0.21,0.28,370,1.73,52,88,1664,256,0.05,76,15,-1,2,3640000
Hal Robson-Kanu,33,2016/2017,Forward,West Bromwich Albion,681,210,471,Wales,29,13,16,3,1,2,2,0,2,0,0,4,3,1,12,2,10,3,0,0.66,0.26,0.4,0.43,0.38,227,1.59,57,23,227,341,0.4,35,31,-1,7,780000
Harrison Reed,27,2016/2017,Midfielder,Southampton,63,12,51,England,3,1,2,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.43,63,21,0,0,0.0,-1,-1,-1,19,624000
Harry Arter,32,2016/2017,Midfielder,AFC Bournemouth,2959,1439,1520,Republic of Ireland,35,17,18,1,0,1,4,2,2,0,1,9,5,4,54,23,31,13,1,0.15,0.12,0.03,0.0,0.06,2959,1.64,55,85,228,740,0.4,248,125,-1,11,1040000
Harry Kane,29,2016/2017,Forward,Tottenham Hotspur,2536,1335,1201,England,30,16,14,29,17,12,7,3,4,5,1,14,11,3,19,6,13,3,0,1.28,0.25,1.03,1.15,0.9,87,0.67,133,85,845,362,0.11,1,38,-1,1,5200000
Harry Wilson,25,2016/2017,Midfielder,Liverpool,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,208000
Harry Winks,26,2016/2017,Midfielder,Tottenham Hotspur,476,294,182,England,21,12,9,1,1,0,1,1,0,0,0,7,6,1,4,4,0,1,0,0.38,0.19,0.19,0.31,0.0,476,0.76,119,23,476,476,0.19,97,67,-1,13,1300000
Håvard Nordtveit,32,2016/2017,Midfielder,West Ham United,955,422,533,Norway,16,7,9,0,0,0,1,0,1,0,0,6,4,2,18,8,10,2,0,0.09,0.09,0.0,0.0,0.0,0,1.7,53,60,478,955,0.19,389,153,-1,21,1560000
Hector Bellerin,27,2016/2017,Defender,Arsenal,2498,1332,1166,Spain,33,17,16,1,1,0,4,2,2,0,0,12,9,3,32,12,20,4,0,0.18,0.14,0.04,0.07,0.0,2498,1.15,78,76,625,625,0.14,226,97,57,14,5720000
Henrikh Mkhitaryan,33,2016/2017,Midfielder,Manchester United,1350,638,712,Armenia,24,12,12,4,2,2,1,0,1,0,0,12,5,7,7,4,3,1,0,0.33,0.07,0.27,0.28,0.25,338,0.47,193,56,1350,1350,0.07,61,185,-1,6,7800000
Heung-Min Son,30,2016/2017,Forward,Tottenham Hotspur,2066,881,1185,South Korea,34,16,18,14,4,10,6,3,3,0,0,16,11,5,17,3,14,2,0,0.87,0.26,0.61,0.41,0.76,148,0.74,122,61,1033,344,0.09,9,35,-1,3,4420000
Ibrahim Afellay,36,2016/2017,Midfielder,Stoke City,377,153,224,Netherlands,12,5,7,0,0,0,0,0,0,0,0,4,3,1,4,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.95,94,31,0,0,0.0,263,290,-1,16,1300000
Idrissa Gana Gueye,32,2016/2017,Midfielder,Everton,2688,1415,1273,Senegal,33,17,16,1,1,0,1,0,1,0,0,11,7,4,28,11,17,11,0,0.07,0.03,0.03,0.06,0.0,2688,0.94,96,81,244,2688,0.37,251,238,-1,11,2340000
İlkay Gündoğan,31,2016/2017,Midfielder,Manchester City,710,447,263,Germany,10,6,4,3,1,2,1,0,1,0,0,3,2,1,8,4,4,0,0,0.51,0.13,0.38,0.2,0.68,237,1.01,89,71,0,710,0.0,36,112,-1,11,7280000
Isaac Ajayi Success,26,2016/2017,Forward,Watford,503,147,356,Nigeria,19,9,10,1,1,0,1,1,0,0,0,3,2,1,9,3,6,2,0,0.36,0.18,0.18,0.61,0.0,503,1.61,56,26,252,503,0.36,102,73,-1,15,1560000
Islam Slimani,34,2016/2017,Forward,Leicester City,1278,814,464,Algeria,23,14,9,7,6,1,4,4,0,1,0,6,6,0,21,8,13,1,0,0.77,0.28,0.49,0.66,0.19,183,1.48,61,56,1278,320,0.07,19,25,-1,2,4160000
Jack Cork,33,2016/2017,Midfielder,Swansea City,2233,1085,1148,England,30,14,16,0,0,0,0,0,0,0,0,5,3,2,45,22,23,7,0,0.0,0.0,0.0,0.0,0.0,0,1.81,50,74,319,0,0.28,321,329,-1,20,1820000
Jack Stephens,28,2016/2017,Defender,Southampton,1469,755,714,England,17,9,8,0,0,0,1,1,0,0,0,7,4,3,23,10,13,1,0,0.06,0.06,0.0,0.0,0.0,0,1.41,64,86,1469,1469,0.06,295,207,97,15,624000
Jack Wilshere,30,2016/2017,Midfielder,AFC Bournemouth,1949,967,982,England,29,14,15,0,0,0,2,1,1,0,0,9,5,4,42,16,26,4,0,0.09,0.09,0.0,0.0,0.0,0,1.94,46,67,487,975,0.18,380,161,-1,18,4680000
Jake Hesketh,26,2016/2017,Midfielder,Southampton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,936000
Jake Livermore,32,2016/2017,Midfielder,West Bromwich Albion,2976,1576,1400,England,37,20,17,1,1,0,1,0,1,0,0,4,2,2,58,22,36,6,1,0.06,0.03,0.03,0.06,0.0,2976,1.75,51,80,425,2976,0.21,260,237,-1,12,2392000
James Collins,39,2016/2017,Defender,West Ham United,1653,817,836,Wales,22,11,11,2,0,2,0,0,0,0,0,6,5,1,26,10,16,3,0,0.11,0.0,0.11,0.0,0.22,827,1.42,64,75,551,0,0.16,156,388,98,9,1820000
James McArthur,34,2016/2017,Midfielder,Crystal Palace,2010,1032,978,Scotland,29,16,13,5,4,1,3,1,2,0,0,6,4,2,37,16,21,5,0,0.36,0.13,0.22,0.35,0.09,402,1.66,54,69,402,670,0.22,86,113,-1,3,2600000
James McCarthy,31,2016/2017,Midfielder,Everton,613,382,231,Republic of Ireland,12,7,5,1,1,0,1,1,0,0,0,2,2,0,9,4,5,2,0,0.29,0.15,0.15,0.24,0.0,613,1.32,68,51,307,613,0.29,125,93,-1,10,2600000
James McClean,33,2016/2017,Midfielder,West Bromwich Albion,1464,736,728,Republic of Ireland,34,18,16,1,1,0,2,1,1,0,0,6,4,2,23,9,14,9,0,0.18,0.12,0.06,0.12,0.0,1464,1.41,64,43,163,732,0.55,213,126,-1,11,1560000
James Milner,36,2016/2017,Midfielder,Liverpool,3160,1694,1466,England,36,19,17,7,3,4,3,3,0,7,1,12,6,6,34,18,16,5,0,0.28,0.09,0.2,0.16,0.25,451,0.97,93,88,632,1053,0.14,93,159,-1,6,7280000
James Morrison,36,2016/2017,Midfielder,West Bromwich Albion,1738,917,821,Scotland,31,14,17,5,3,2,2,1,1,0,0,5,3,2,21,8,13,3,0,0.36,0.1,0.26,0.29,0.22,348,1.09,83,56,579,869,0.16,65,146,-1,4,2080000
James Tarkowski,29,2016/2017,Defender,Burnley,553,317,236,England,19,11,8,0,0,0,0,0,0,0,0,5,3,2,9,6,3,1,0,0.0,0.0,0.0,0.0,0.0,0,1.46,61,29,553,0,0.16,316,324,105,21,1144000
James Tomkins,33,2016/2017,Defender,Crystal Palace,1978,934,1044,England,24,11,13,3,2,1,0,0,0,0,0,6,4,2,33,14,19,4,0,0.14,0.0,0.14,0.19,0.09,659,1.5,60,82,495,0,0.18,130,394,115,6,2600000
James Ward-Prowse,27,2016/2017,Midfielder,Southampton,1884,976,908,England,30,15,15,4,2,2,4,3,1,0,0,11,5,6,25,12,13,4,0,0.38,0.19,0.19,0.18,0.2,471,1.19,75,63,471,471,0.19,100,68,-1,4,2253333
Jamie Vardy,35,2016/2017,Forward,Leicester City,2808,1337,1471,England,35,17,18,13,9,4,5,3,2,0,0,7,6,1,55,19,36,3,1,0.58,0.16,0.42,0.61,0.24,216,1.76,51,80,702,562,0.13,32,87,-1,1,5200000
Jan Vertonghen,35,2016/2017,Defender,Tottenham Hotspur,2897,1570,1327,Belgium,33,18,15,0,0,0,0,0,0,0,0,15,11,4,20,8,12,5,0,0.0,0.0,0.0,0.0,0.0,0,0.62,145,88,579,0,0.16,335,338,9,21,4628000
Jason Puncheon,36,2016/2017,Midfielder,Crystal Palace,3096,1520,1576,England,36,18,18,0,0,0,5,4,1,0,0,7,5,2,49,18,31,9,0,0.15,0.15,0.0,0.0,0.0,0,1.42,63,86,344,619,0.26,400,90,-1,22,1820000
Jay Fulton,28,2016/2017,Midfielder,Swansea City,693,244,449,Scotland,11,4,7,0,0,0,0,0,0,0,0,1,1,0,15,6,9,2,0,0.0,0.0,0.0,0.0,0.0,0,1.95,46,63,347,0,0.26,325,333,-1,18,312000
Jay Rodriguez,33,2016/2017,Forward,Southampton,883,488,395,England,24,14,10,5,2,3,2,1,1,0,0,7,6,1,15,7,8,0,0,0.71,0.2,0.51,0.37,0.68,177,1.53,59,37,0,442,0.0,18,56,-1,3,2860000
Jeff Hendrick,30,2016/2017,Midfielder,Burnley,2695,1270,1425,Republic of Ireland,32,15,17,2,2,0,1,1,0,0,0,9,5,4,41,14,27,7,1,0.1,0.03,0.07,0.14,0.0,1348,1.37,66,84,337,2695,0.27,198,235,-1,6,1820000
Jeff Reine-Adelaide,24,2016/2017,Midfielder,Arsenal,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,104000
Jeffrey Schlupp,29,2016/2017,Defender,Crystal Palace,1136,520,616,Ghana,19,7,12,0,0,0,0,0,0,0,0,5,4,1,16,4,12,0,0,0.0,0.0,0.0,0.0,0.0,0,1.27,71,60,0,0,0.0,306,285,74,17,2912000
Jérémy Pied,33,2016/2017,Defender,Southampton,126,36,90,France,4,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.71,126,32,0,0,0.0,-1,-1,-1,18,2080000
Jermain Defoe,39,2016/2017,Forward,Sunderland,3323,1710,1613,England,37,19,18,15,8,7,2,1,1,5,0,6,4,2,59,32,27,1,0,0.46,0.05,0.41,0.42,0.39,222,1.6,56,90,3323,1662,0.03,33,216,-1,1,3640000
Jerome Sinclair,25,2016/2017,Forward,Watford,113,20,93,England,5,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.8,113,23,0,0,0.0,-1,-1,-1,25,1040000
Joe Allen,32,2016/2017,Midfielder,Stoke City,2936,1404,1532,Wales,36,18,18,6,5,1,2,2,0,0,0,10,7,3,47,16,31,9,0,0.25,0.06,0.18,0.32,0.06,489,1.44,62,82,326,1468,0.28,103,196,-1,3,2600000
Joe Gomez,25,2016/2017,Defender,Liverpool,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,780000
Joe Ledley,35,2016/2017,Midfielder,Crystal Palace,1162,593,569,Wales,18,9,9,1,0,1,0,0,0,0,0,2,1,1,24,13,11,1,0,0.08,0.0,0.08,0.0,0.16,1162,1.86,48,65,1162,0,0.08,183,401,-1,11,1300000
Joe Williams,25,2016/2017,Midfielder,Everton,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,3640000
Joel Matip,31,2016/2017,Defender,Liverpool,2455,1375,1080,Cameroon,29,17,12,1,0,1,0,0,0,0,0,9,5,4,25,13,12,3,0,0.04,0.0,0.04,0.0,0.08,2455,0.92,98,85,818,0,0.11,229,382,34,11,5200000
Joel Taylor,26,2016/2017,Defender,Stoke City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,260000
Joel Ward,32,2016/2017,Defender,Crystal Palace,3418,1708,1710,England,38,19,19,0,0,0,1,0,1,0,0,7,5,2,58,24,34,7,0,0.03,0.03,0.0,0.0,0.0,0,1.53,59,90,488,3418,0.18,397,229,119,20,1820000
John Stones,28,2016/2017,Defender,Manchester City,2013,825,1188,England,27,13,14,0,0,0,0,0,0,0,0,6,1,5,27,10,17,1,0,0.0,0.0,0.0,0.0,0.0,0,1.21,75,75,2013,0,0.04,409,410,63,24,5200000
John Terry,41,2016/2017,Defender,Chelsea,494,314,180,England,9,7,2,1,1,0,0,0,0,0,0,3,3,0,8,5,3,1,0,0.18,0.0,0.18,0.29,0.0,494,1.46,62,55,494,0,0.18,106,383,106,14,7800000
Jon Flanagan,29,2016/2017,Defender,Burnley,359,187,172,England,6,3,3,0,0,0,0,0,0,0,0,3,1,2,4,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0,1.0,90,60,180,0,0.5,278,307,42,18,1710000
Jonas Olsson,39,2016/2017,Defender,West Bromwich Albion,630,360,270,Sweden,7,4,3,0,0,0,0,0,0,0,0,1,0,1,14,8,6,3,0,0.0,0.0,0.0,0.0,0.0,0,2.0,45,90,210,0,0.43,403,403,158,16,1716000
Jonathan Leko,23,2016/2017,Forward,West Bromwich Albion,110,100,10,England,9,6,3,0,0,0,1,0,1,0,0,1,1,0,2,2,0,0,0,0.82,0.82,0.0,0.0,0.0,0,1.64,55,12,0,110,0.0,-1,-1,-1,18,93600
Jonathan Walters,38,2016/2017,Forward,Stoke City,1296,700,596,Republic of Ireland,23,12,11,4,3,1,2,1,1,1,0,7,4,3,21,9,12,1,0,0.42,0.14,0.28,0.39,0.15,324,1.46,62,56,1296,648,0.07,59,100,-1,4,1300000
Jonny Evans,34,2016/2017,Defender,West Bromwich Albion,2638,1290,1348,Northern Ireland,31,15,16,2,1,1,1,0,1,0,0,4,2,2,38,18,20,8,0,0.1,0.03,0.07,0.07,0.07,1319,1.3,69,85,330,2638,0.27,191,234,77,10,3380000
Jordan Ayew,30,2016/2017,Forward,Swansea City,864,470,394,Ghana,14,7,7,1,1,0,3,3,0,0,0,5,4,1,7,1,6,1,0,0.42,0.31,0.1,0.19,0.0,864,0.73,123,62,864,288,0.1,163,19,-1,7,2600000
Jordan Henderson,32,2016/2017,Midfielder,Liverpool,2118,1038,1080,England,24,12,12,1,0,1,4,1,3,0,0,7,4,3,27,11,16,8,0,0.21,0.17,0.04,0.0,0.08,2118,1.15,78,88,265,530,0.34,227,85,-1,12,5200000
Jordi Amat,30,2016/2017,Defender,Swansea City,1407,630,777,Spain,17,8,9,0,0,0,0,0,0,0,0,2,1,1,34,15,19,5,0,0.0,0.0,0.0,0.0,0.0,0,2.17,41,83,281,0,0.32,319,316,165,24,1560000
Jordon Ibe,26,2016/2017,Midfielder,AFC Bournemouth,1056,586,470,England,25,15,10,0,0,0,0,0,0,0,0,4,4,0,18,9,9,0,0,0.0,0.0,0.0,0.0,0.0,0,1.53,59,42,0,0,0.0,382,412,-1,24,1976000
Jordy Clasie,31,2016/2017,Midfielder,Southampton,1026,318,708,Netherlands,16,6,10,1,0,1,1,0,1,0,0,5,4,1,14,3,11,3,0,0.18,0.09,0.09,0.0,0.13,1026,1.23,73,64,342,1026,0.26,173,156,-1,12,2600000
Jose Fonte,38,2016/2017,Defender,West Ham United,2935,1405,1530,Portugal,33,16,17,0,0,0,0,0,0,0,0,11,7,4,42,19,23,4,0,0.0,0.0,0.0,0.0,0.0,0,1.29,70,89,734,0,0.12,365,317,75,15,3900000
José Holebas,38,2016/2017,Defender,Watford,2910,1473,1437,Greece,33,17,16,2,0,2,4,4,0,0,0,7,5,2,59,27,32,14,0,0.19,0.12,0.06,0.0,0.13,1455,1.82,49,88,208,728,0.43,204,128,152,5,1560000
José Leonardo Ulloa,36,2016/2017,Forward,Leicester City,435,80,355,Argentina,16,6,10,1,0,1,0,0,0,0,0,5,3,2,3,0,3,0,0,0.21,0.0,0.21,0.0,0.25,435,0.62,145,27,0,0,0.0,91,353,-1,15,1404000
José Ramiro Funes Mori,31,2016/2017,Defender,Everton,1536,813,723,Argentina,23,13,10,0,0,0,1,1,0,0,0,10,7,3,16,4,12,0,0,0.06,0.06,0.0,0.0,0.0,0,0.94,96,67,0,1536,0.0,327,201,37,24,2080000
Josh Harrop,26,2016/2017,Midfielder,Manchester United,90,90,0,England,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,90,0.0,0,90,0,0,0.0,-1,-1,-1,13,260000
Josh Onomah,25,2016/2017,Forward,Tottenham Hotspur,17,17,0,England,5,5,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0,0,0.0,-1,-1,-1,20,260000
Josh Robson,24,2016/2017,Forward,Sunderland,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,780000
Joshua King,30,2016/2017,Forward,AFC Bournemouth,2721,1418,1303,Norway,36,18,18,16,7,9,2,2,0,2,1,9,5,4,49,22,27,1,0,0.6,0.07,0.53,0.44,0.62,170,1.62,56,76,2721,1361,0.03,14,174,-1,1,2340000
Joshua Sims,25,2016/2017,Midfielder,Southampton,206,132,74,England,7,3,4,0,0,0,1,1,0,0,0,3,2,1,1,0,1,0,0,0.44,0.44,0.0,0.0,0.0,0,0.44,206,29,0,206,0.0,-1,-1,-1,16,936000
Juan Mata,34,2016/2017,Midfielder,Manchester United,1626,768,858,Spain,25,12,13,6,3,3,3,2,1,0,0,8,4,4,15,4,11,3,0,0.5,0.17,0.33,0.35,0.31,271,0.83,108,65,542,542,0.17,45,84,-1,2,8320000
Junior Stanislas,32,2016/2017,Midfielder,AFC Bournemouth,1476,793,683,England,21,11,10,7,5,2,5,2,3,2,0,6,3,3,27,12,15,1,0,0.73,0.3,0.43,0.57,0.26,211,1.65,55,70,1476,295,0.06,31,20,-1,2,780000
Kane Wilson,22,2016/2017,Defender,West Bromwich Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,104000
Kelechi Iheanacho,25,2016/2017,Forward,Manchester City,526,301,225,Nigeria,20,11,9,4,2,2,3,1,2,0,0,6,3,3,6,1,5,0,0,1.2,0.51,0.68,0.6,0.8,132,1.03,88,26,0,175,0.0,6,8,-1,7,2600000
Kevin De Bruyne,31,2016/2017,Midfielder,Manchester City,2885,1534,1351,Belgium,36,18,18,6,4,2,18,9,9,0,1,12,5,7,31,13,18,4,0,0.75,0.56,0.19,0.23,0.13,481,0.97,93,80,721,160,0.12,99,6,-1,4,7800000
